Site instance,Site name,Tree,Country,County,Other info,Grid reference,Map link,Longitude,Latitude,Elevation (ft),Station No.,Normal Month Values,-999 Month Values,Totals,Start Month,End Month,Active Years,% Complete,% Active Complete,Min Monthly Value,Min Month Date,Max Monthly Value,Max Month Date,Min Total,Min Total Year,Max Total,Max Total Year,Avg Total,10th pctile Total,50th pctile Total,90th pctile Total,Decades Graphic,Yearly Graphic,1800-1809,1810-1819,1820-1829,1830-1839,1840-1849,1850-1859,1860-1869,1870-1879,1880-1889,1890-1899,1900-1909,1910-1919,1920-1930,1931-1940,1941-1950,1951-1960,Sheet 1,Sheet 2,Sheet 3,Sheet 4
UPPER-CLAPTON-CLAPTON-COMMON,UPPER-CLAPTON-CLAPTON-COMMON,LEFTOVER,England,Middlesex,"1 sheet : NGR is 25 Clapton Common. Altitudes match. Gauge moved to No 58 in Nov 1884, NGR TQ342876",TQ 343873,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.569&lon=-0.064&layers=6&b=1&marker=51.569,-0.064",-0.064,51.569,98,,93,0,5,1880/04,1888/12,9,88.6,86.1,0.35,1887/06,6.41,1880/10,16.56,1887,27.65,1888,23.6,19.2,23.3,27.6,[.|........*.|......],[5#####8##],-,-,-,-,-,-,-,-,[5#####8##.],-,-,-,-,-,-,-,TYRain_1880-1889_01_pt1-058,-,-,-
UPPER-CLYNNOG,UPPER-CLYNNOG,LEFTOVER,Wales,Caernarfonshire,1 sheet : observer Rev John Jones : By elev near town,SH 415489,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.014&lon=-4.364&layers=6&b=1&marker=53.014,-4.364",-4.364,53.014,503,,14,0,0,1866/04,1867/05,2,100.0,58.3,1.16,1866/04,11.77,1866/09,,,,,,,,,[.|......*...|......],[95],-,-,-,-,-,-,[......95..],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_06_pt3-108,-,-,-
UPPER-CORRIS,UPPER-CORRIS,LEFTOVER,Wales,Merionethshire,2 sheets : NGR is the centre of Upper Corris but stated altitude suggest the gauge could be +/- 250m from this NGR.,SH 743088,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.662&lon=-3.86&layers=193&b=1&marker=52.662,-3.86",-3.860,52.662,660,[4346/4/2/5],27,0,2,1950/10,1952/12,3,100.0,75.0,2.25,1951/10,16.61,1951/12,82.88,1952,104.2,1951,93.5,85.0,93.5,102.1,[.|..........|....**],[3##],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.........3],[##........],TYRain_1941-1950_27_pt1-128,TYRain_1951-1960_24_pt1-234,-,-
UPPER-DENBY-THE-CROFT,UPPER-DENBY-THE-CROFT,LEFTOVER,England,Yorkshire West Riding,1 sheet : NGR is from 1950s record. No readings!,SE 227072,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.561&lon=-1.659&layers=6&b=1&marker=53.561,-1.659",-1.659,53.561,825,[3169/5],0,0,0,,,0,0.0,0.0,,,,,,,,,,,,,[.|..........|......],,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TYRain_1951-1960_19_pt1-128,-,-,-
UPPER-DYE-CAIRN-OMOUNT-NO-4,UPPER-DYE-CAIRN-OMOUNT-NO-4,LEFTOVER,Scotland,Kincardineshire,1 sheet : observer Cecil H. Roberts Esq. C.E.,NO 6494880826,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.917&lon=-2.577&layers=6&b=1&marker=56.917,-2.577",-2.577,56.917,1400,,17,0,1,1912/07,1913/12,2,94.4,70.8,0.95,1913/07,7.15,1912/10,43.13,1913,43.13,1913,43.1,43.1,43.1,43.1,[.|..........|.*....],[5#],-,-,-,-,-,-,-,-,-,-,-,[..5#......],-,-,-,-,TYRain_1910-1919_28_pt1-011,-,-,-
UPPER-DYE-CHARR-NO-1,UPPER-DYE-CHARR-NO-1,LEFTOVER,Scotland,Kincardineshire,1 sheet : observer Cecil H. Roberts Esq. C.E.,NO 6134482931,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.936&lon=-2.637&layers=6&b=1&marker=56.936,-2.637",-2.637,56.936,900,,18,0,1,1912/07,1913/12,2,100.0,75.0,1.15,1913/07,7.21,1913/01,42.73,1913,42.73,1913,42.7,42.7,42.7,42.7,[.|..........|.*....],[6#],-,-,-,-,-,-,-,-,-,-,-,[..6#......],-,-,-,-,TYRain_1910-1919_28_pt1-014,-,-,-
UPPER-DYE-COCK-HILL-NO-5,UPPER-DYE-COCK-HILL-NO-5,LEFTOVER,Scotland,Kincardineshire,1 sheet : observer Cecil H. Roberts Esq. C.E.,NO 5826983331,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.939&lon=-2.687&layers=6&b=1&marker=56.939,-2.687",-2.687,56.939,1100,,18,0,1,1912/07,1913/12,2,100.0,75.0,0.9,1913/07,7.88,1913/01,44.92,1913,44.92,1913,44.9,44.9,44.9,44.9,[.|..........|.*....],[6#],-,-,-,-,-,-,-,-,-,-,-,[..6#......],-,-,-,-,TYRain_1910-1919_28_pt1-013,-,-,-
UPPER-DYE-FINGLENNY-NO-2,UPPER-DYE-FINGLENNY-NO-2,LEFTOVER,Scotland,Kincardineshire,1 sheet : observer Cecil H. Roberts Esq. C.E.,NO 6157584486,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.95&lon=-2.633&layers=6&b=1&marker=56.95,-2.633",-2.633,56.950,1400,,18,0,1,1912/07,1913/12,2,100.0,75.0,1.17,1913/07,7.19,1913/01,41.47,1913,41.47,1913,41.5,41.5,41.5,41.5,[.|..........|.*....],[6#],-,-,-,-,-,-,-,-,-,-,-,[..6#......],-,-,-,-,TYRain_1910-1919_28_pt1-015,-,-,-
UPPER-DYE-GUIDES-WELL,UPPER-DYE-GUIDES-WELL,LEFTOVER,Scotland,Kincardineshire,1 sheet : observer Cecil H. Roberts Esq. C.E.,NO 6243079492,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.905&lon=-2.619&layers=6&b=1&marker=56.905,-2.619",-2.619,56.905,1500,,6,0,0,1913/06,1913/11,1,100.0,50.0,0.47,1913/07,5.87,1913/09,,,,,,,,,[.|..........|.*....],[6],-,-,-,-,-,-,-,-,-,-,-,[...6......],-,-,-,-,TYRain_1910-1919_28_pt1-010,-,-,-
UPPER-DYE-MELUNCART-NO-3,UPPER-DYE-MELUNCART-NO-3,LEFTOVER,Scotland,Kincardineshire,1 sheet : observer Cecil H. Roberts Esq. C.E. : Estimation,NO 6351082386,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.931&lon=-2.601&layers=6&b=1&marker=56.931,-2.601",-2.601,56.931,1400,,18,0,1,1912/07,1913/12,2,100.0,75.0,0.94,1913/07,7.13,1913/01,42.81,1913,42.81,1913,42.8,42.8,42.8,42.8,[.|..........|.*....],[6#],-,-,-,-,-,-,-,-,-,-,-,[..6#......],-,-,-,-,TYRain_1910-1919_28_pt1-012,-,-,-
UPPER-EIGIAU-NO-15,UPPER-EIGIAU-NO-15,LEFTOVER,Wales,Caernarfonshire,1 sheet,SH 701643,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.16&lon=-3.944&layers=6&b=1&marker=53.16,-3.944",-3.944,53.160,,,61,16,9,1900/08,1909/12,10,54.0,50.8,1.35,1906/05,40.9,1903/03,99.0,1902,160.48,1903,119.3,103.4,118.2,134.7,[.|..........|*.....],[536964#T98],-,-,-,-,-,-,-,-,-,-,[536964#T98],-,-,-,-,-,TYRain_1900-1909_26_pt1-135,-,-,-
UPPER-FARG-DEUGLIE,UPPER-FARG-DEUGLIE,LEFTOVER,Scotland,Perthshire,1 sheet : observer Messrs. Leslie & Reid : Number of Deuglies in area Approx,NO 1085211886,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.291&lon=-3.442&layers=6&b=1&marker=56.291,-3.442",-3.442,56.291,710,,36,0,3,1910/01,1912/12,3,100.0,100.0,0.11,1912/04,8.2,1910/08,27.0,1911,39.1,1912,34.6,29.1,37.6,38.8,[.|..........|.*....],[###],-,-,-,-,-,-,-,-,-,-,-,[###.......],-,-,-,-,TYRain_1910-1919_27_pt1-193,-,-,-
UPPER-FROYLE-ALTON,UPPER-FROYLE-ALTON,LEFTOVER,England,Hampshire,2 sheets,-,,,,,[746],41,0,2,1928/05,1931/12,4,93.2,85.4,0.13,1929/03,8.79,1929/11,32.56,1929,33.3,1930,32.9,32.6,32.9,33.2,[.|..........|..**..],[8##9],-,-,-,-,-,-,-,-,-,-,-,-,[........8##],[9.........],-,-,TYRain_1920-1930_05_pt1-287,TYRain_1931-1940_05_pt1-234,-,-
UPPER-HEYFORD-C-OF-E-SCHOOL,UPPER-HEYFORD-C-OF-E-SCHOOL,LEFTOVER,England,Oxfordshire,1 sheet,SP 495259,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.929&lon=-1.281&layers=6&b=1&marker=51.929,-1.281",-1.281,51.929,,,24,0,3,1910/01,1913/12,3,50.0,66.7,0.5,1911/07,5.6,1911/12,24.6,1911,34.22,1910,29.0,25.3,28.2,33.0,[.|..........|.*....],[T#.#],-,-,-,-,-,-,-,-,-,-,-,[T#.#......],-,-,-,-,TYRain_1910-1919_07_pt1-204,-,-,-
UPPER-INVERUGLAS-ARROCHAR,UPPER-INVERUGLAS-ARROCHAR,LEFTOVER,Scotland,Dunbartonshire,"1 sheet : observer A.. McDougall, Esq. : 1869 Duplication is good removed from ARROCHAR DUMBARTONSHIRE",NN 3195809383,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.247&lon=-4.714&layers=6&b=1&marker=56.247,-4.714",-4.714,56.247,100,,12,0,1,1869/01,1869/12,1,100.0,100.0,1.25,1869/05,22.1,1869/02,117.3,1869,117.3,1869,117.3,117.3,117.3,117.3,[.|......*...|......],[#],-,-,-,-,-,-,[.........#],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_07_pt2-038,-,-,-
UPPER-LARGO-ROSELEA,UPPER-LARGO-ROSELEA,LEFTOVER,Scotland,Fife,"2 sheets : observer Mrs. E.V.Baxter : High: This reference includes the remark that ""Roselea was a chic little villa by the sea"" https://books.google.co.uk/books?id=6mdHDgAAQBAJ&pg=PT220&lpg=PT220&dq=largo%22+%22roselea%22&source=bl&ots=k1NbUbARBe&sig=ACfU3U02xiDAAhrRa8s2DGEWu12AtlwfKQ&hl=en&sa=X&ved=2ahUKEwiPmpXswd3oAhVtQkEAHdkbCz0Q6AEwAHoECAsQKAv=onepage&q=largo%22%20%22roselea%22&f=false ExBeeb: Roselea in on Largo Road. Shown as present on maps 1920s on, names on OS map 1944-69 1:1,250/1:2,500",NO 413030,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.216&lon=-2.948&layers=6&b=1&marker=56.216,-2.948",-2.948,56.216,100,,51,0,4,1908/07,1912/12,5,94.4,85.0,0.07,1912/04,7.93,1910/08,21.78,1911,31.08,1909,27.6,23.5,28.8,30.8,[.|..........|**....],[6####],-,-,-,-,-,-,-,-,-,-,[........6#],[###.......],-,-,-,-,TYRain_1900-1909_29_pt1-016,TYRain_1910-1919_27_pt1-130,-,-
UPPER-LLANDWROG-BRYNYFOEL-SCHOOL,UPPER-LLANDWROG-BRYNYFOEL-SCHOOL,LEFTOVER,Wales,Caernarfonshire,1 sheet : observer Harry Tho Griffiths : Not on old map but likely location,SH 507548,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.07&lon=-4.23&layers=6&b=1&marker=53.07,-4.23",-4.230,53.070,1000,,12,0,1,1918/01,1918/12,1,100.0,100.0,1.9,1918/04,13.8,1918/09,81.05,1918,81.05,1918,81.0,81.0,81.0,81.0,[.|..........|.*....],[#],-,-,-,-,-,-,-,-,-,-,-,[........#.],-,-,-,-,TYRain_1910-1919_24_pt1-214,-,-,-
UPPER-MULLARDOCH,UPPER-MULLARDOCH,LEFTOVER,Scotland,Ross and Cromarty,2 sheets : observer N of S Hydro Electric Board : Midas runs from 1961 to 85/Midas station 14581,NH 0637528625,"https://maps.nls.uk/geo/explore/#zoom=16&lat=57.307&lon=-5.216&layers=193&b=1&marker=57.307,-5.216",-5.216,57.307,1050,[5767/3],17,0,1,1951/01,1952/05,2,100.0,70.8,0.63,1952/04,4.67,1951/11,31.08,1951,31.08,1951,31.1,31.1,31.1,31.1,[.|..........|.....*],[#5],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[#5........],TYRain_1951-1960_29_pt1-005,TYRain_1951-1960_29_pt1-053,-,-
UPPER-TOOTING,UPPER-TOOTING,LEFTOVER,England,Surrey,2 sheets,-,,,,,,46,2,4,1867/10,1871/12,5,90.2,76.7,0.14,1867/11,4.34,1868/12,19.42,1870,24.77,1871,22.7,20.6,23.4,24.4,[.|......**..|......],[3#9##],-,-,-,-,-,-,[.......3#9],[##........],-,-,-,-,-,-,-,-,TYRain_1860-1869_01_pt1-013,TYRain_1870-1879_01_pt2-006,-,-
UPTON,UPTON,LEFTOVER,England,Cheshire,1 sheet : No information on record to identify location and given it is only 3 random readings not worth adding a NGR/Original transcription grid reference SJ407694,-,,,,,,3,0,0,1906/05,1909/01,2,9.1,12.5,0.96,1906/07,2.37,1906/05,,,,,,,,,[.|..........|*.....],[2..1],-,-,-,-,-,-,-,-,-,-,[......2..1],-,-,-,-,-,TYRain_1900-1909_18_pt1-169,-,-,-
UPTON-MOOR-TOP-FARM,UPTON-MOOR-TOP-FARM,LEFTOVER,England,Yorkshire West Riding,1 sheet : NGR is Upper Moor Top Farm. Altitudes match.,SE 461137,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.618&lon=-1.305&layers=6&b=1&marker=53.618,-1.305",-1.305,53.618,234,,12,0,1,1908/01,1908/12,1,100.0,100.0,1.17,1908/01,3.99,1908/07,24.56,1908,24.56,1908,24.6,24.6,24.6,24.6,[.|..........|*.....],[#],-,-,-,-,-,-,-,-,-,-,[........#.],-,-,-,-,-,TYRain_1900-1909_20_pt1-084,-,-,-
UPTON-ON-SEVERN,UPTON-ON-SEVERN,LEFTOVER,England,Worcestershire,1 sheet : TH White. Indifferent position but no other info,-,,,,,,12,0,1,1874/01,1874/12,1,100.0,100.0,0.64,1874/03,4.01,1874/09,22.76,1874,22.76,1874,22.8,22.8,22.8,22.8,[.|.......*..|......],[#],-,-,-,-,-,-,-,[....#.....],-,-,-,-,-,-,-,-,TYRain_1870-1879_06_pt2-001,-,-,-
UPTON-ON-SEVERN-EARLS-CROOME,UPTON-ON-SEVERN-EARLS-CROOME,LEFTOVER,England,Worcestershire,1 sheet : A Marston 100' Earlsbroom ch 1 mile E UonS st 2 mil S,SO 856417,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.073&lon=-2.212&layers=6&b=1&marker=52.073,-2.212",-2.212,52.073,100,,36,0,3,1903/01,1905/12,3,100.0,100.0,0.48,1905/05,5.85,1903/10,20.46,1904,34.3,1903,26.2,21.1,23.8,32.2,[.|..........|*.....],[###],-,-,-,-,-,-,-,-,-,-,[...###....],-,-,-,-,-,TYRain_1900-1909_16_pt1-262,-,-,-
UPTON-ON-SEVERN-THE-HAUGHS,UPTON-ON-SEVERN-THE-HAUGHS,LEFTOVER,England,Worcestershire,1 sheet : short and no continuation ie  start and end,-,,,,,,16,0,1,1872/09,1873/12,2,100.0,66.7,0.53,1873/12,4.63,1872/11,22.19,1873,22.19,1873,22.2,22.2,22.2,22.2,[.|.......*..|......],[4#],-,-,-,-,-,-,-,[..4#......],-,-,-,-,-,-,-,-,TYRain_1870-1879_06_pt2-002,-,-,-
UPTON-PROSPECT-HOUSE,UPTON-PROSPECT-HOUSE,LEFTOVER,England,Berkshire,2 sheets : NGR is Prospect House. Altitudes match,SU 512868,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.578&lon=-1.263&layers=6&b=1&marker=51.578,-1.263",-1.263,51.578,250,,90,0,7,1914/01,1921/09,8,96.8,93.8,0.16,1921/07,6.29,1914/12,23.79,1920,34.08,1915,28.7,25.7,28.2,32.1,[.|..........|.**...],[####9##9],-,-,-,-,-,-,-,-,-,-,-,[....####9#],[#9.........],-,-,-,TYRain_1910-1919_06_pt1-079,TYRain_1920-1930_06_pt1-090,-,-
UPTON-STOCKS,UPTON-STOCKS,LEFTOVER,England,Berkshire,1 sheet,-,,,,,,24,0,2,1938/01,1939/12,2,100.0,100.0,0.07,1938/04,4.66,1939/01,23.83,1938,30.4,1939,27.1,24.5,27.1,29.7,[.|..........|...*..],[##],-,-,-,-,-,-,-,-,-,-,-,-,-,[.......##.],-,-,TYRain_1931-1940_06_pt1-078,-,-,-
UPWAY-WESTBROOK,UPWAY-WESTBROOK,LEFTOVER,England,Dorset,1 sheet,-,,,,,,12,0,1,1898/01,1898/12,1,100.0,100.0,0.16,1898/07,4.85,1898/10,26.49,1898,26.49,1898,26.5,26.5,26.5,26.5,[.|.........*|......],[#],-,-,-,-,-,-,-,-,-,[........#.],-,-,-,-,-,-,TYRain_1890-1899_09_pt1-112,-,-,-
UPWEY-BROADWAY,UPWEY-BROADWAY,LEFTOVER,England,Dorset,1 sheet : observer Baunton/Eaton,-,,,,,,24,0,6,1894/01,1899/12,6,33.3,33.3,0.22,1898/07,4.7,1898/10,26.63,1898,40.49,1894,32.2,27.0,31.0,38.8,[.|.........*|......],[TTTT##],-,-,-,-,-,-,-,-,-,[....TTTT##],-,-,-,-,-,-,TYRain_1890-1899_09_pt1-111,-,-,-
UPWEY-DORCESTER-ROAD,UPWEY-DORCESTER-ROAD,LEFTOVER,England,Dorset,1 sheet,SY 669846,"https://maps.nls.uk/geo/explore/#zoom=16&lat=50.66&lon=-2.47&layers=193&b=1&marker=50.66,-2.47",-2.470,50.660,,[1566/5],26,0,2,1957/11,1959/12,3,100.0,72.2,0.27,1959/09,7.53,1959/12,33.45,1959,36.83,1958,35.1,33.8,35.1,36.5,[.|..........|.....*],[2##],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[......2##.],TYRain_1951-1960_09_pt1-208,-,-,-
URMSTON-BROOKFIELD,URMSTON-BROOKFIELD,LEFTOVER,England,Lancashire,2 sheets : J Armstrong. 80' house 36' distant. St Clements Manchester 2/3 mmile SW/T Armstrong 80' St Clements Urmiston 2/3mile SW 1886 gauge moved 3/4mile to Brookfield. Now residential care home,SJ 765950,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.451&lon=-2.355&layers=6&b=1&marker=53.451,-2.355",-2.355,53.451,80,,78,0,5,1878/07,1884/12,7,100.0,92.9,0.56,1881/01,6.97,1880/12,33.51,1879,40.17,1882,36.6,34.2,36.3,39.2,[.|.......**.|......],[6######],-,-,-,-,-,-,-,[........6#],[#####.....],-,-,-,-,-,-,-,TYRain_1870-1879_07_pt4-021,TYRain_1880-1889_09_pt1-239,-,-
USK,USK,LEFTOVER,Wales,Monmouthshire,1 sheet : NGR is based on the relationship to the church. Altitudes match.,SO 376010,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.704&lon=-2.904&layers=6&b=1&marker=51.704,-2.904",-2.904,51.704,60,,60,0,5,1894/01,1898/12,5,100.0,100.0,0.06,1895/02,8.19,1896/09,34.53,1896,51.14,1897,42.1,34.7,39.9,50.7,[.|.........*|......],[#####],-,-,-,-,-,-,-,-,-,[....#####.],-,-,-,-,-,-,TYRain_1890-1899_19_pt1-023,-,-,-
USK-BRYNDERWEN,USK-BRYNDERWEN,LEFTOVER,Wales,Monmouthshire,2 sheets : NGR is Brynderwen. Altitude slightly low or the gauge is 200m to 300m W to match altitude,SO 354070,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.758&lon=-2.937&layers=6&b=1&marker=51.758,-2.937",-2.937,51.758,150,,86,0,7,1897/11,1917/12,8,35.5,89.6,0.34,1913/07,9.55,1915/12,30.51,1898,43.04,1913,39.3,33.8,42.3,42.7,[.|.........*|.*....],[2##.............#####],-,-,-,-,-,-,-,-,-,[.......2##],-,[...#####..],-,-,-,-,TYRain_1890-1899_19_pt1-026,TYRain_1910-1919_22_pt1-049,-,-
USK-GLENHAILOG,USK-GLENHAILOG,LEFTOVER,Wales,Monmouthshire,1 sheet,-,,,,,,12,0,1,1890/01,1890/12,1,100.0,100.0,0.61,1890/02,6.77,1890/01,26.96,1890,26.96,1890,27.0,27.0,27.0,27.0,[.|.........*|......],[#],-,-,-,-,-,-,-,-,-,[#.........],-,-,-,-,-,-,TYRain_1890-1899_19_pt1-022,-,-,-
USK-PORTHY-CARNE,USK-PORTHY-CARNE,LEFTOVER,Wales,Monmouthshire,1 sheet,-,,,,,,54,0,4,1885/07,1889/12,5,100.0,90.0,0.71,1888/02,8.26,1888/11,27.18,1887,45.98,1886,36.4,28.6,36.2,44.3,[.|........*.|......],[6####],-,-,-,-,-,-,-,-,[.....6####],-,-,-,-,-,-,-,TYRain_1880-1889_13_pt1-018,-,-,-
USK-THE-PRIORY,USK-THE-PRIORY,LEFTOVER,Wales,Monmouthshire,1 sheet,-,,,,,,16,0,1,1874/01,1875/04,2,100.0,66.7,0.23,1874/05,5.45,1874/01,33.73,1874,33.73,1874,33.7,33.7,33.7,33.7,[.|.......*..|......],[#4],-,-,-,-,-,-,-,[....#4....],-,-,-,-,-,-,-,-,TYRain_1870-1879_10_pt1-017,-,-,-
USWORTH-SPRINGWELL,USWORTH-SPRINGWELL,LEFTOVER,England,Durham,"1 sheet : p Gladwell, 400' short record; broad NGR between the two old villages, now part of Washington",NZ 2958,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.92&lon=-1.55&layers=6&b=1&marker=54.92,-1.55",-1.550,54.920,400,,8,0,0,1918/05,1918/12,1,100.0,66.7,0.47,1918/06,4.49,1918/12,,,,,,,,,[.|..........|.*....],[8],-,-,-,-,-,-,-,-,-,-,-,[........8.],-,-,-,-,TYRain_1910-1919_21_pt1-154,-,-,-
UTTOXETER-HEATH,UTTOXETER-HEATH,LEFTOVER,England,Staffordshire,1 sheet,-,,,,,,14,0,0,1887/10,1888/12,2,93.3,58.3,0.53,1888/05,6.41,1888/07,,,,,,,,,[.|........*.|......],[3#],-,-,-,-,-,-,-,-,[.......3#.],-,-,-,-,-,-,-,TYRain_1880-1889_07_pt2-043,-,-,-
UTTOXETER-LEIGH,UTTOXETER-LEIGH,LEFTOVER,England,Staffordshire,1 sheet : NGR is based on the relationship to the church. Altitudes match,SK 024359,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.921&lon=-1.966&layers=6&b=1&marker=52.921,-1.966",-1.966,52.921,498,,69,0,5,1880/04,1885/12,6,100.0,95.8,0.53,1881/01,7.07,1885/10,30.61,1884,47.09,1882,36.3,31.7,35.2,42.4,[.|........*.|......],[9#####],-,-,-,-,-,-,-,-,[9#####....],-,-,-,-,-,-,-,TYRain_1880-1889_07_pt2-044,-,-,-
UTTOXETER-THE-GENDALLS,UTTOXETER-THE-GENDALLS,LEFTOVER,England,Staffordshire,1 sheet,-,,,,,,48,0,4,1925/01,1928/12,4,100.0,100.0,0.04,1925/06,5.66,1925/05,27.55,1926,34.27,1927,32.1,29.2,33.3,34.0,[.|..........|..*...],[####],-,-,-,-,-,-,-,-,-,-,-,-,[.....####..],-,-,-,TYRain_1920-1930_15_pt1-111,-,-,-
UXBRIDGE-COUNTY-SCHOOL,UXBRIDGE-COUNTY-SCHOOL,LEFTOVER,England,Middlesex,1 sheet,-,,,,,,8,0,0,1911/01,1911/11,1,72.7,66.7,0.17,1911/05,1.62,1911/10,,,,,,,,,[.|..........|.*....],[8],-,-,-,-,-,-,-,-,-,-,-,[.8........],-,-,-,-,TYRain_1910-1919_06_pt1-141,-,-,-
UXBRIDGE-HILLINGDON/1,UXBRIDGE-HILLINGDON,LEFTOVER,England,Middlesex,1 sheet,-,,,,,,27,0,2,1882/10,1884/12,3,100.0,75.0,0.72,1884/05,5.14,1882/10,19.83,1884,23.68,1883,21.8,20.2,21.8,23.3,[.|........*.|......],[3##],-,-,-,-,-,-,-,-,[..3##.....],-,-,-,-,-,-,-,TYRain_1880-1889_01_pt2-024,-,-,-
UXBRIDGE-HILLINGDON/2,UXBRIDGE-HILLINGDON,LEFTOVER,England,Middlesex,2 sheets,-,,,,,,33,0,2,1888/01,1890/09,3,100.0,91.7,0.77,1888/01,6.2,1890/07,23.22,1889,25.48,1888,24.4,23.4,24.4,25.3,[.|........**|......],[##9],-,-,-,-,-,-,-,-,[........##],[9.........],-,-,-,-,-,-,TYRain_1880-1889_01_pt2-023,TYRain_1890-1899_01_pt1-117,-,-
UXBRIDGE-NEW-DENHAM,UXBRIDGE-NEW-DENHAM,LEFTOVER,England,Buckinghamshire,1 sheet,TQ 047847,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.551&lon=-0.491&layers=193&b=1&marker=51.551,-0.491",-0.491,51.551,,,36,0,3,1947/01,1949/12,3,100.0,100.0,0.16,1947/10,5.75,1949/10,21.62,1949,24.22,1948,22.8,21.8,22.6,23.9,[.|..........|....*.],[###],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[......###.],-,TYRain_1941-1950_08_pt1-044,-,-,-
VALENCIA-ISLAND-REENGLASS,VALENCIA-ISLAND-REENGLASS,LEFTOVER,Ireland/Republic of Ireland,Kerry,1 sheet : observer Hon Francis Spring Rice : 51°55'N 10°18'W Valencia st 1/2mi NNE; ch 1/2mi NNW,-,,,,15,,16,4,2,1918/01,1919/12,2,66.7,66.7,1.46,1919/07,10.27,1919/02,47.99,1919,64.17,1918,56.1,49.6,56.1,62.6,[.|..........|.*....],[6#],-,-,-,-,-,-,-,-,-,-,-,[........6#],-,-,-,-,TYRain_1910-1919_29_pt1-060,-,-,-
VANGE-CROMWELL-COTTAGE,VANGE-CROMWELL-COTTAGE,LEFTOVER,England,Essex,1 sheet : observer W Reynolds,TQ 726875,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.56&lon=0.489&layers=10&b=1&marker=51.56,0.489",0.489,51.560,,,24,0,2,1938/01,1939/12,2,100.0,100.0,0.35,1938/04,6.0,1939/10,20.69,1938,28.1,1939,24.4,21.4,24.4,27.4,[.|..........|...*..],[##],-,-,-,-,-,-,-,-,-,-,-,-,-,[.......##.],-,-,TYRain_1931-1940_08_pt1-187,-,-,-
VENTNOR-PARK,VENTNOR-PARK,LEFTOVER,England,Isle of Wight,2 sheets : observer Gray (surveyor)/Surveyor : Moved 1/4m to cemetary,SZ 557773,"https://maps.nls.uk/geo/explore/#zoom=16&lat=50.593&lon=-1.214&layers=10&b=1&marker=50.593,-1.214",-1.214,50.593,,[592/5],70,0,5,1926/01,1932/05,7,90.9,83.3,0.03,1932/02,7.63,1928/10,25.27,1929,36.25,1928,30.0,25.3,29.8,35.1,[.|..........|..**..],[####5#5],-,-,-,-,-,-,-,-,-,-,-,-,[......####5],[#5........],-,-,TYRain_1920-1930_05_pt1-009,TYRain_1931-1940_05_pt1-006,-,-
VENTNOR-ST-BONIFACE-ROAD,VENTNOR-ST-BONIFACE-ROAD,LEFTOVER,England,Isle of Wight,1 sheet : observer Muckleton Allen : Original transcription grid reference SZ567778,-,,,,,,44,0,1,1903/07,1907/09,5,86.3,73.3,0.23,1906/08,8.92,1903/10,33.57,1906,33.57,1906,33.6,33.6,33.6,33.6,[.|..........|*.....],[6#5#9],-,-,-,-,-,-,-,-,-,-,[...6#5#9..],-,-,-,-,-,TYRain_1900-1909_05_pt1-136,-,-,-
